fund_slug,description
magnus-capital,"Date: Aug 14, 2024 | Company: Rivalz Network | Amount: $9,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
7xvc,"Date: Oct 29, 2024 | Company: PumpBTC | Amount: $10,000,000 | Stage: Seed | Category: DeFi"
7xvc,"Date: Oct 24, 2024 | Company: Bluesky | Amount: $15,000,000 | Stage: Series A | Category: Social"
7xvc,"Date: Nov 20, 2024 | Company: Gabby World | Amount: $2,000,000 | Stage: Undisclosed | Category: GameFi"
7xvc,"Date: Nov 11, 2024 | Company: StakeStone | Amount: $22,000,000 | Stage: Undisclosed | Category: DeFi"
7xvc,"Date: Dec 11, 2024 | Company: Perena | Amount: $3,000,000 | Stage: Pre Seed | Category: DeFi"
alumni-ventures-group,"Date: Sep 10, 2024 | Company: PIN AI | Amount: $10,000,000 | Stage: Pre Seed | Category: Blockchain Service"
alumni-ventures-group,"Date: Oct 24, 2024 | Company: Bluesky | Amount: $15,000,000 | Stage: Series A | Category: Social"
alumni-ventures-group,"Date: Dec 10, 2024 | Company: Hyperbolic Labs | Amount: $12,000,000 | Stage: Series A | Category: Blockchain Service"
alumni-ventures-group,"Date: Aug 27, 2024 | Company: Space and Time | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
alumni-ventures-group,"Date: Aug 22, 2024 | Company: Arch Lending | Amount: $5,000,000 | Stage: Seed | Category: CeFi"
global-coin-research,"Date: Nov 01, 2023 | Company: Modulus Labs | Amount: $6,300,000 | Stage: Seed | Category: Blockchain Service"
global-coin-research,"Date: Mar 27, 2024 | Company: Bitlayer | Amount: $5,000,000 | Stage: Seed | Category: Chain"
global-coin-research,"Date: Jun 19, 2024 | Company: ZKX | Amount: $3,100,000 | Stage: Strategic | Category: DeFi"
global-coin-research,"Date: Dec 10, 2024 | Company: Neptune Protocol | Amount: $3,900,000 | Stage: Seed | Category: DeFi"
global-coin-research,"Date: Aug 29, 2024 | Company: Level (Peregrine Exploration) | Amount: $3,600,000 | Stage: Undisclosed | Category: DeFi"
walden-bridge-capital,"Date: Dec 15, 2017 | Company: Maker | Amount: $12,000,000 | Stage: Seed | Category: DeFi"
walden-bridge-capital,"Date: Dec 10, 2024 | Company: ProvLabs | Stage: Seed | Category: Blockchain Infrastructure"
walden-bridge-capital,"Date: Apr 27, 2021 | Company: Anoma | Amount: $6,750,000 | Stage: Private Token Sale | Category: Blockchain Infrastructure"
toyota-ventures,"Date: Jun 06, 2023 | Company: Nori | Amount: $6,250,000 | Stage: Undisclosed | Category: CeFi"
toyota-ventures,"Date: Feb 28, 2022 | Company: Nori | Amount: $7,000,000 | Stage: Series A | Category: CeFi"
toyota-ventures,"Date: Feb 23, 2022 | Company: Teller Finance | Amount: $6,900,000 | Stage: Strategic | Category: DeFi"
toyota-ventures,"Date: Dec 05, 2024 | Company: Holyheld | Stage: Undisclosed | Category: Blockchain Service"
moonshots-capital,"Date: Mar 05, 2020 | Company: Zabo | Amount: $2,500,000 | Stage: Seed | Category: Blockchain Service"
moonshots-capital,"Date: Dec 05, 2024 | Company: Spexi | Amount: $11,500,000 | Stage: Series A | Category: Blockchain Service"
north-rock-capital,"Date: Dec 15, 2023 | Company: Session Token | Amount: $2,400,000 | Stage: Seed | Category: Social"
north-rock-capital,"Date: Dec 04, 2024 | Company: DeFi.app | Amount: $2,000,000 | Stage: Seed | Category: DeFi"
north-rock-capital,"Date: Apr 29, 2024 | Company: Holograph | Amount: $2,800,000 | Stage: Strategic | Category: NFT"
longhashvc,"Date: Sep 17, 2024 | Company: Fermah | Amount: $5,200,000 | Stage: Seed | Category: Blockchain Infrastructure"
longhashvc,"Date: Oct 21, 2024 | Company: Ordzaar | Stage: Seed | Category: NFT"
longhashvc,"Date: Nov 19, 2024 | Company: OpenLayer | Amount: $5,000,000 | Stage: Undisclosed | Category: Blockchain Service"
longhashvc,"Date: Dec 03, 2024 | Company: Union | Amount: $12,000,000 | Stage: Series A | Category: Blockchain Infrastructure"
longhashvc,"Date: Apr 15, 2025 | Company: Optimum | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
basics-capital,"Date: May 20, 2024 | Company: RunesTerminal | Stage: Undisclosed | Category: Blockchain Service"
basics-capital,"Date: Dec 02, 2024 | Company: OpenPad | Amount: $2,000,000 | Stage: Undisclosed | Category: Blockchain Service"
basics-capital,"Date: Aug 30, 2024 | Company: Uniquid Layer | Stage: Undisclosed | Category: DeFi"
basics-capital,"Date: Aug 14, 2024 | Company: Rivalz Network | Amount: $9,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
basics-capital,"Date: Apr 18, 2024 | Company: Merlin Starter | Stage: Seed | Category: DeFi"
gamefi-ventures,"Date: Mar 19, 2024 | Company: MANTRA | Amount: $11,000,000 | Stage: Undisclosed | Category: Chain"
gamefi-ventures,"Date: Mar 06, 2024 | Company: Synnax Technologies | Amount: $1,000,000 | Stage: Pre Seed | Category: Blockchain Service"
gamefi-ventures,"Date: Dec 02, 2024 | Company: BLIFE Protocol | Amount: $7,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
gamefi-ventures,"Date: Aug 20, 2024 | Company: Nexus Interactive | Amount: $2,000,000 | Stage: Seed | Category: GameFi"
gamefi-ventures,"Date: Apr 15, 2024 | Company: Paradise Tycoon | Amount: $2,000,000 | Stage: Seed | Category: GameFi"
avalon-wealth-club,"Date: Mar 25, 2024 | Company: Stabble | Amount: $1,560,000 | Stage: Private Token Sale | Category: DeFi"
avalon-wealth-club,"Date: Jul 20, 2024 | Company: Solak GPT | Stage: Strategic | Category: DeFi"
avalon-wealth-club,"Date: Dec 02, 2024 | Company: OpenPad | Amount: $2,000,000 | Stage: Undisclosed | Category: Blockchain Service"
avalon-wealth-club,"Date: Apr 14, 2024 | Company: OpenPad | Amount: $1,100,000 | Stage: Undisclosed | Category: Blockchain Service"
avalon-wealth-club,"Date: Apr 02, 2024 | Company: MetaDOS | Amount: $2,450,000 | Stage: Undisclosed | Category: GameFi"
avalaunch,"Date: Oct 19, 2022 | Company: Project Eluüne | Amount: $5,000,000 | Stage: Seed | Category: GameFi"
avalaunch,"Date: Nov 28, 2024 | Company: Avant | Amount: $6,500,000 | Stage: Seed | Category: DeFi"
avalaunch,"Date: Nov 14, 2023 | Company: SteakHut Finance | Stage: Seed | Category: DeFi"
avalaunch,"Date: Mar 18, 2024 | Company: Crypto Rogue Games | Amount: $1,500,000 | Stage: Seed | Category: GameFi"
avalaunch,"Date: Jun 27, 2023 | Company: Fableborne | Amount: $5,500,000 | Stage: Seed | Category: GameFi"
superlayer,"Date: Nov 28, 2024 | Company: Avant | Amount: $6,500,000 | Stage: Seed | Category: DeFi"
superlayer,"Date: Nov 28, 2023 | Company: Setter | Amount: $5,000,000 | Stage: Seed | Category: Social"
superlayer,"Date: May 02, 2024 | Company: Airstack | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
superlayer,"Date: Jun 11, 2024 | Company: Taki Games | Amount: $3,000,000 | Stage: Extended Seed | Category: Social"
superlayer,"Date: Jun 09, 2022 | Company: Gambit | Amount: $1,500,000 | Stage: Pre Seed | Category: GameFi"
deutsche-bank,"Date: Nov 27, 2024 | Company: Partior | Amount: $20,000,000 | Stage: Extended Series B | Category: CeFi"
deutsche-bank,"Date: Mar 23, 2022 | Company: AirCarbon Exchange | Stage: Undisclosed | Category: Social"
deutsche-bank,"Date: Jan 17, 2023 | Company: Beontag | Amount: $130,000,000 | Stage: Debt Financing | Category: Blockchain Service"
deutsche-bank,"Date: Feb 14, 2023 | Company: Taurus  | Amount: $65,000,000 | Stage: Series B | Category: CeFi"
deutsche-bank,"Date: Feb 02, 2021 | Company: Axoni | Amount: $31,000,000 | Stage: Series B | Category: Blockchain Service"
six-group,"Date: Oct 24, 2019 | Company: SIBEX | Amount: $1,800,000 | Stage: Seed | Category: DeFi"
six-group,"Date: Nov 27, 2024 | Company: OpenBrick | Stage: Undisclosed | Category: CeFi"
six-group,"Date: Feb 26, 2020 | Company: Omniex | Stage: Undisclosed | Category: CeFi"
nexocorp,"Date: Nov 26, 2024 | Company: Schuman Financial | Amount: $7,360,000 | Stage: Seed | Category: CeFi"
nexocorp,"Date: Nov 17, 2022 | Company: Zulu | Amount: $5,000,000 | Stage: Seed | Category: DeFi"
nexocorp,"Date: Mar 27, 2024 | Company: BOB | Amount: $10,000,000 | Stage: Seed | Category: Chain"
nexocorp,"Date: Jun 15, 2022 | Company: Kaleidoco | Amount: $7,000,000 | Stage: Seed | Category: Blockchain Service"
nexocorp,"Date: Jan 30, 2023 | Company: Hypernative | Amount: $9,000,000 | Stage: Seed | Category: Blockchain Service"
token-metrics,"Date: Nov 26, 2024 | Company: Astra DAO | Stage: M&A | Category: DeFi"
token-metrics,"Date: Feb 28, 2024 | Company: Ready Games Network | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
token-metrics,"Date: Aug 07, 2024 | Company: Andrena (DAWN) | Amount: $18,000,000 | Stage: Extended Series A | Category: Blockchain Service"
token-metrics,"Date: Apr 07, 2024 | Company: Master Protocol | Stage: Seed | Category: DeFi"
token-metrics,"Date: Apr 03, 2024 | Company: Gasp | Amount: $5,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
adaverse,"Date: Oct 24, 2024 | Company: UniLive | Stage: Undisclosed | Category: Social"
adaverse,"Date: Oct 18, 2023 | Company: Forge | Amount: $11,000,000 | Stage: Seed | Category: GameFi"
adaverse,"Date: Nov 23, 2024 | Company: OceansGallerie | Stage: Strategic | Category: Blockchain Service"
adaverse,"Date: May 19, 2024 | Company: Sorbet | Stage: Strategic | Category: Blockchain Infrastructure"
adaverse,"Date: Feb 29, 2024 | Company: LinkTo | Stage: Undisclosed | Category: Social"
everest-ventures,"Date: Sep 25, 2024 | Company: Infinex | Amount: $65,290,000 | Stage: Undisclosed | Category: DeFi"
everest-ventures,"Date: Sep 05, 2024 | Company: Puffpaw | Amount: $6,000,000 | Stage: Seed | Category: GameFi"
everest-ventures,"Date: Nov 20, 2024 | Company: Gabby World | Amount: $2,000,000 | Stage: Undisclosed | Category: GameFi"
everest-ventures,"Date: Jul 23, 2024 | Company: Pudgy Penguins | Amount: $11,000,000 | Stage: Undisclosed | Category: NFT"
everest-ventures,"Date: Jul 23, 2024 | Company: Igloo | Amount: $11,000,000 | Stage: Undisclosed | Category: Social"
race-capital,"Date: Sep 11, 2024 | Company: Huma Finance | Amount: $38,000,000 | Stage: Series A | Category: DeFi"
race-capital,"Date: Oct 30, 2024 | Company: Termina | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
race-capital,"Date: Nov 20, 2024 | Company: Shinami | Amount: $5,645,000 | Stage: Seed | Category: Blockchain Infrastructure"
race-capital,"Date: Feb 23, 2023 | Company: Huma Finance | Amount: $8,300,000 | Stage: Seed | Category: DeFi"
race-capital,"Date: Aug 27, 2024 | Company: Solayer | Amount: $12,000,000 | Stage: Seed | Category: DeFi"
paradigm-shift-capital,"Date: Oct 18, 2023 | Company: Spheron Network | Amount: $7,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
paradigm-shift-capital,"Date: Oct 13, 2021 | Company: Arcana Network | Amount: $2,300,000 | Stage: Strategic | Category: Blockchain Service"
paradigm-shift-capital,"Date: Nov 20, 2024 | Company: Rise | Amount: $6,300,000 | Stage: Series A | Category: CeFi"
paradigm-shift-capital,"Date: May 26, 2022 | Company: Lumos Labs | Amount: $1,100,000 | Stage: Seed | Category: Social"
paradigm-shift-capital,"Date: Apr 24, 2023 | Company: Rise | Amount: $3,800,000 | Stage: Undisclosed | Category: CeFi"
jam-fund,"Date: Oct 27, 2022 | Company: Fun | Amount: $3,900,000 | Stage: Pre Seed | Category: Blockchain Service"
jam-fund,"Date: Nov 20, 2024 | Company: Rise | Amount: $6,300,000 | Stage: Series A | Category: CeFi"
jam-fund,"Date: Nov 19, 2021 | Company: Defy | Amount: $5,500,000 | Stage: Seed | Category: CeFi"
pokergo,"Date: Nov 20, 2024 | Company: Monkey Tilt | Amount: $30,000,000 | Stage: Series A | Category: GameFi"
pokergo,"Date: Feb 21, 2024 | Company: Monkey Tilt | Amount: $21,000,000 | Stage: Undisclosed | Category: GameFi"
paxos,"Date: Sep 18, 2024 | Company: TrueX | Amount: $9,000,000 | Stage: Seed | Category: CeFi"
paxos,"Date: Nov 19, 2024 | Company: Membrane Finance | Stage: M&A | Category: CeFi"
paxos,"Date: May 08, 2024 | Company: Arbelos | Amount: $28,000,000 | Stage: Seed | Category: CeFi"
paxos,"Date: May 01, 2024 | Company: Securitize | Amount: $47,000,000 | Stage: Strategic | Category: CeFi"
paxos,"Date: Apr 10, 2024 | Company: Alpen Labs | Amount: $10,600,000 | Stage: Seed | Category: Blockchain Infrastructure"
ton-foundation,"Date: Nov 18, 2024 | Company: HOT Protocol | Amount: $500,000 | Stage: Grant | Category: Blockchain Infrastructure"
ton-foundation,"Date: May 15, 2024 | Company: STON.fi | Stage: Undisclosed | Category: DeFi"
ton-foundation,"Date: Aug 22, 2024 | Company: Fanton Fantasy Football | Amount: $1,000,000 | Stage: Seed | Category: GameFi"
dutch-crypto-investors,"Date: Oct 28, 2024 | Company: BitSmiley | Amount: $10,000,000 | Stage: Undisclosed | Category: DeFi"
dutch-crypto-investors,"Date: Nov 17, 2024 | Company: KOKODI | Amount: $1,100,000 | Stage: Private Token Sale | Category: GameFi"
dutch-crypto-investors,"Date: Nov 14, 2024 | Company: Folks Finance | Amount: $3,200,000 | Stage: Series A | Category: DeFi"
dutch-crypto-investors,"Date: Jun 06, 2024 | Company: Glacier Network | Amount: $8,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
dutch-crypto-investors,"Date: Jul 10, 2024 | Company: Grindery | Stage: Undisclosed | Category: Blockchain Service"
tenzor-capital,"Date: Nov 17, 2024 | Company: KOKODI | Amount: $1,100,000 | Stage: Private Token Sale | Category: GameFi"
tenzor-capital,"Date: May 16, 2024 | Company: Marginal | Stage: Pre Seed | Category: DeFi"
tenzor-capital,"Date: Jun 10, 2024 | Company: Zyfi | Amount: $2,000,000 | Stage: Private Token Sale | Category: Blockchain Service"
tenzor-capital,"Date: Apr 17, 2024 | Company: Zeko | Amount: $3,000,000 | Stage: Pre Seed | Category: Chain"
tenzor-capital,"Date: Apr 07, 2025 | Company: Sats Terminal | Amount: $1,700,000 | Stage: Pre Seed | Category: DeFi"
titans-ventures,"Date: Sep 30, 2024 | Company: SecondLive | Amount: $12,000,000 | Stage: Private Token Sale | Category: GameFi"
titans-ventures,"Date: Nov 14, 2024 | Company: Folks Finance | Amount: $3,200,000 | Stage: Series A | Category: DeFi"
titans-ventures,"Date: Nov 01, 2024 | Company: GPT Wars | Amount: $980,000 | Stage: Private Token Sale | Category: GameFi"
titans-ventures,"Date: Jun 12, 2024 | Company: Yuliverse | Amount: $4,000,000 | Stage: Pre-Series A | Category: GameFi"
titans-ventures,"Date: Apr 18, 2024 | Company: Merlin Starter | Stage: Seed | Category: DeFi"
origin-capital,"Date: Sep 30, 2021 | Company: CitaDAO | Amount: $1,000,000 | Stage: Seed | Category: DeFi"
origin-capital,"Date: Sep 21, 2021 | Company: Fuel Network | Amount: $1,500,000 | Stage: Undisclosed | Category: Chain"
origin-capital,"Date: Nov 14, 2024 | Company: Heurist | Amount: $2,000,000 | Stage: Pre Seed | Category: Blockchain Service"
origin-capital,"Date: Nov 03, 2021 | Company: xToken | Amount: $2,000,000 | Stage: Undisclosed | Category: DeFi"
origin-capital,"Date: Jul 20, 2021 | Company: Ninety Eight | Amount: $11,250,000 | Stage: Strategic | Category: Blockchain Service"
sygnum,"Date: Nov 13, 2024 | Company: Wyden | Amount: $16,900,000 | Stage: Series B | Category: CeFi"
sygnum,"Date: May 30, 2023 | Company: Transak | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
sygnum,"Date: May 16, 2024 | Company: Chainstack | Amount: $6,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
sygnum,"Date: Mar 11, 2024 | Company: Bluwhale | Amount: $7,000,000 | Stage: Seed | Category: Blockchain Service"
sygnum,"Date: Apr 20, 2023 | Company: P2P Validator | Amount: $23,000,000 | Stage: Series A | Category: Blockchain Service"
zebec-protocol,"Date: Nov 13, 2024 | Company: Shieldeum | Amount: $1,300,000 | Stage: Seed | Category: Blockchain Infrastructure"
zebec-protocol,"Date: May 01, 2023 | Company: Coral Finance | Amount: $1,500,000 | Stage: Undisclosed | Category: DeFi"
zebec-protocol,"Date: Mar 30, 2023 | Company: PoseiSwap | Amount: $1,500,000 | Stage: Strategic | Category: DeFi"
bitwise,"Date: Nov 13, 2024 | Company: Attestant | Stage: M&A | Category: Blockchain Service"
bitwise,"Date: Aug 20, 2024 | Company: ETC Group | Stage: M&A | Category: CeFi"
bullpen-capital,"Date: Nov 12, 2024 | Company: BetHog | Amount: $6,000,000 | Stage: Seed | Category: Social"
bullpen-capital,"Date: Mar 30, 2017 | Company: Filament | Amount: $15,000,000 | Stage: Undisclosed | Category: Blockchain Service"
bullpen-capital,"Date: Feb 09, 2023 | Company: Vault | Amount: $4,000,000 | Stage: Series A | Category: Blockchain Service"
bullpen-capital,"Date: Aug 21, 2015 | Company: Filament | Amount: $5,000,000 | Stage: Series A | Category: Blockchain Service"
apollo-global-management,"Date: Sep 08, 2022 | Company: Sui | Amount: $300,000,000 | Stage: Series B | Category: Chain"
apollo-global-management,"Date: Nov 12, 2024 | Company: Notabene | Amount: $14,500,000 | Stage: Series B | Category: Blockchain Service"
apollo-global-management,"Date: Apr 08, 2025 | Company: Plume Network | Stage: Strategic | Category: Chain"
youbicapital,"Date: Nov 11, 2024 | Company: StakeStone | Amount: $22,000,000 | Stage: Undisclosed | Category: DeFi"
youbicapital,"Date: May 10, 2023 | Company: Tabi | Amount: $10,000,000 | Stage: Angel | Category: Chain"
youbicapital,"Date: Mar 01, 2024 | Company: Zest Protocol | Stage: Pre Seed | Category: DeFi"
youbicapital,"Date: Jul 25, 2024 | Company: Multiple Network | Amount: $2,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
youbicapital,"Date: Jan 30, 2024 | Company: Doubler | Stage: Seed | Category: DeFi"
ankr,"Date: Nov 11, 2024 | Company: TAC | Amount: $6,500,000 | Stage: Seed | Category: Chain"
ankr,"Date: May 16, 2023 | Company: Asymmetry Finance | Amount: $3,000,000 | Stage: Seed | Category: DeFi"
ankr,"Date: Jan 19, 2024 | Company: Root Protocol(NFT3) | Amount: $2,500,000 | Stage: Undisclosed | Category: NFT"
ankr,"Date: Aug 20, 2024 | Company: DIN (Previously Web3Go) | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
ankr,"Date: Aug 06, 2023 | Company: VIP3 | Amount: $2,000,000 | Stage: Seed | Category: Social"
arcane-crypto,"Date: Sep 08, 2020 | Company: LN Markets | Stage: Pre Seed | Category: DeFi"
arcane-crypto,"Date: Oct 29, 2024 | Company: PumpBTC | Amount: $10,000,000 | Stage: Seed | Category: DeFi"
arcane-crypto,"Date: Nov 11, 2024 | Company: StakeStone | Amount: $22,000,000 | Stage: Undisclosed | Category: DeFi"
arcane-crypto,"Date: Feb 28, 2024 | Company: BounceBit | Amount: $6,000,000 | Stage: Seed | Category: DeFi"
arcane-crypto,"Date: Apr 24, 2024 | Company: Puffverse | Amount: $3,000,000 | Stage: Undisclosed | Category: GameFi"
alchemy-pay,"Date: Sep 23, 2022 | Company: TwitterScan | Amount: $4,560,000 | Stage: Seed | Category: Social"
alchemy-pay,"Date: Nov 10, 2024 | Company: MiniTon | Stage: Seed | Category: GameFi"
